matchID,matchDate,match,match_location_date,toss,team1,team1_captain,team1_score,team2,team2_captain,team2_score,winner,result,player_of_the_match,team1_logo,team2_logo,team1_full_name,team2_full_name,team1_captain_image,team2_captain_image,player_of_the_match_image
T202100,"Apr 1, 2025",LSG Vs PBKS,"13th Match (N), Lucknow, April 01, 2025, Indian Premier League","Punjab Kings, elected to field first",LSG,Rishabh Pant,171/7,PBKS,Shreyas Iyer,"(16.2/20 ov, T:172) 177/2",PBKS,PBKS won by 8 wickets (with 22 balls remaining),Prabhsimran Singh,https://documents.iplt20.com/ipl/LSG/Logos/Logooutline/LSGoutline.png,https://documents.iplt20.com/ipl/PBKS/Logos/Logooutline/PBKSoutline.png,Lucknow Super Giants,Punjab Kings,https://documents.iplt20.com/ipl/IPLHeadshot2025/18.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/12.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/137.png
T207040,"Mar 31, 2025",KKR Vs MI,"12th Match (N), Wankhede, March 31, 2025, Indian Premier League","Mumbai Indians, elected to field first",KKR,Ajinkya Rahane,116,MI,Hardik Pandya,"(12.5/20 ov, T:117) 121/2",MI,MI won by 8 wickets (with 43 balls remaining),Ashwani Kumar,https://documents.iplt20.com/ipl/KKR/Logos/Logooutline/KKRoutline.png,https://documents.iplt20.com/ipl/MI/Logos/Logooutline/MIoutline.png,Kolkata Knight Riders,Mumbai Indians,https://documents.iplt20.com/ipl/IPLHeadshot2025/44.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/54.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/3569.png
T204583,"Mar 30, 2025",RR Vs CSK,"11th Match (N), Guwahati, March 30, 2025, Indian Premier League","Chennai Super Kings, elected to field first",RR,Riyan Parag,182/9,CSK,Ruturaj Gaikwad,"(20 ov, T:183) 176/6",RR,RR won by 6 runs,Nitish Rana,https://documents.iplt20.com/ipl/RR/Logos/Logooutline/RRoutline.png,https://documents.iplt20.com/ipl/CSK/logos/Logooutline/CSKoutline.png,Rajasthan Royals,Chennai Super Kings,https://documents.iplt20.com/ipl/IPLHeadshot2025/189.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/102.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/148.png
T209474,"Mar 30, 2025",SRH Vs DC,"10th Match (D/N), Visakhapatnam, March 30, 2025, Indian Premier League","Sunrisers Hyderabad, elected to bat first",SRH,Pat Cummins,163,DC,Axar Patel,"(16/20 ov, T:164) 166/3",DC,DC won by 7 wickets (with 24 balls remaining),Mitchell Starc,https://documents.iplt20.com/ipl/SRH/Logos/Logooutline/SRHoutline.png,https://documents.iplt20.com/ipl/DC/Logos/LogoOutline/DCoutline.png,Sunrisers Hyderabad,Delhi Capitals,https://documents.iplt20.com/ipl/IPLHeadshot2025/33.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/110.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/31.png
T201002,"Mar 29, 2025",GT Vs MI,"9th Match (N), Ahmedabad, March 29, 2025, Indian Premier League","Mumbai Indians, elected to field first",GT,Shubman Gill,196/8,MI,Hardik Pandya,"(20 ov, T:197) 160/6",GT,GT won by 36 runs,Prasidh Krishna,https://documents.iplt20.com/ipl/GT/Logos/Logooutline/GToutline.png,https://documents.iplt20.com/ipl/MI/Logos/Logooutline/MIoutline.png,Gujarat Titans,Mumbai Indians,https://documents.iplt20.com/ipl/IPLHeadshot2025/62.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/54.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/150.png
T201975,"Mar 28, 2025",RCB Vs CSK,"8th Match (N), Chennai, March 28, 2025, Indian Premier League","Chennai Super Kings, elected to field first",RCB,Rajat Patidar,196/7,CSK,Ruturaj Gaikwad,"(20 ov, T:197) 146/8",RCB,RCB won by 50 runs,Rajat Patidar,https://documents.iplt20.com/ipl/RCB/Logos/Logooutline/RCBoutline.png,https://documents.iplt20.com/ipl/CSK/logos/Logooutline/CSKoutline.png,Royal Challengers Bengaluru,Chennai Super Kings,https://documents.iplt20.com/ipl/IPLHeadshot2025/597.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/102.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/597.png
T201052,"Mar 27, 2025",SRH Vs LSG,"7th Match (N), Hyderabad, March 27, 2025, Indian Premier League","Lucknow Super Giants, elected to field first",SRH,Pat Cummins,190/9,LSG,Rishabh Pant,"(16.1/20 ov, T:191) 193/5",LSG,LSG won by 5 wickets (with 23 balls remaining),Shardul Thakur,https://documents.iplt20.com/ipl/SRH/Logos/Logooutline/SRHoutline.png,https://documents.iplt20.com/ipl/LSG/Logos/Logooutline/LSGoutline.png,Sunrisers Hyderabad,Lucknow Super Giants,https://documents.iplt20.com/ipl/IPLHeadshot2025/33.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/18.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/105.png
T209933,"Mar 26, 2025",RR Vs KKR,"6th Match (N), Guwahati, March 26, 2025, Indian Premier League","Kolkata Knight Riders, elected to field first",RR,Riyan Parag,151/9,KKR,Ajinkya Rahane,"(17.3/20 ov, T:152) 153/2",KKR,KKR won by 8 wickets (with 15 balls remaining),Quinton de Kock,https://documents.iplt20.com/ipl/RR/Logos/Logooutline/RRoutline.png,https://documents.iplt20.com/ipl/KKR/Logos/Logooutline/KKRoutline.png,Rajasthan Royals,Kolkata Knight Riders,https://documents.iplt20.com/ipl/IPLHeadshot2025/189.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/44.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/170.png
T209622,"Mar 25, 2025",PBKS Vs GT,"5th Match (N), Ahmedabad, March 25, 2025, Indian Premier League","Gujarat Titans, elected to field first",PBKS,Shreyas Iyer,243/5,GT,Shubman Gill,"(20 ov, T:244) 232/5",PBKS,PBKS won by 11 runs,Shreyas Iyer,https://documents.iplt20.com/ipl/PBKS/Logos/Logooutline/PBKSoutline.png,https://documents.iplt20.com/ipl/GT/Logos/Logooutline/GToutline.png,Punjab Kings,Gujarat Titans,https://documents.iplt20.com/ipl/IPLHeadshot2025/12.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/62.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/12.png
T208377,"Mar 24, 2025",LSG Vs DC,"4th Match (N), Visakhapatnam, March 24, 2025, Indian Premier League","Delhi Capitals, elected to field first",LSG,Rishabh Pant,209/8,DC,Axar Patel,"(19.3/20 ov, T:210) 211/9",DC,DC won by 1 wicket (with 3 balls remaining),Ashutosh Sharma,https://documents.iplt20.com/ipl/LSG/Logos/Logooutline/LSGoutline.png,https://documents.iplt20.com/ipl/DC/Logos/LogoOutline/DCoutline.png,Lucknow Super Giants,Delhi Capitals,https://documents.iplt20.com/ipl/IPLHeadshot2025/18.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/110.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/3109.png
T202965,"Mar 23, 2025",MI Vs CSK,"3rd Match (N), Chennai, March 23, 2025, Indian Premier League","Chennai Super Kings, elected to field first",MI,Suryakumar Yadav,155/9,CSK,Ruturaj Gaikwad,"(19.1/20 ov, T:156) 158/6",CSK,CSK won by 4 wickets (with 5 balls remaining),Noor Ahmad,https://documents.iplt20.com/ipl/MI/Logos/Logooutline/MIoutline.png,https://documents.iplt20.com/ipl/CSK/logos/Logooutline/CSKoutline.png,Mumbai Indians,Chennai Super Kings,https://documents.iplt20.com/ipl/IPLHeadshot2025/174.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/102.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/975.png
T209594,"Mar 23, 2025",SRH Vs RR,"2nd Match (D/N), Hyderabad, March 23, 2025, Indian Premier League","Rajasthan Royals, elected to field first",SRH,Pat Cummins,286/6,RR,Riyan Parag,"(20 ov, T:287) 242/6",SRH,SRH won by 44 runs,Ishan Kishan,https://documents.iplt20.com/ipl/SRH/Logos/Logooutline/SRHoutline.png,https://documents.iplt20.com/ipl/RR/Logos/Logooutline/RRoutline.png,Sunrisers Hyderabad,Rajasthan Royals,https://documents.iplt20.com/ipl/IPLHeadshot2025/33.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/189.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/164.png
T202861,"Mar 22, 2025",KKR Vs RCB,"1st Match (N), Eden Gardens, March 22, 2025, Indian Premier League","Royal Challengers Bengaluru, elected to field first",KKR,Ajinkya Rahane,174/8,RCB,Rajat Patidar,"(16.2/20 ov, T:175) 177/3",RCB,RCB won by 7 wickets (with 22 balls remaining),Krunal Pandya,https://documents.iplt20.com/ipl/KKR/Logos/Logooutline/KKRoutline.png,https://documents.iplt20.com/ipl/RCB/Logos/Logooutline/RCBoutline.png,Kolkata Knight Riders,Royal Challengers Bengaluru,https://documents.iplt20.com/ipl/IPLHeadshot2025/44.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/597.png,https://documents.iplt20.com/ipl/IPLHeadshot2025/17.png
